speed,Nordex_N131_3000
4.75,0.123561774
4.76,0.124467766
4.77,0.125377316
4.78,0.12629045
4.79,0.12720719
4.8,0.128127559
4.81,0.129051581
4.82,0.12997928
4.83,0.130910679
4.84,0.131845802
4.85,0.132784671
4.86,0.133727312
4.87,0.134673746
4.88,0.135623997
4.89,0.13657809
4.9,0.137536047
4.91,0.138497893
4.92,0.139463649
4.93,0.140433341
4.94,0.141406991
4.95,0.142384623
4.96,0.14336626
4.97,0.144351926
4.98,0.145341645
4.99,0.146335439
5,0.147333333
5.01,0.148335345
5.02,0.149341472
5.03,0.150351708
5.04,0.151366044
5.05,0.152384475
5.06,0.153406992
5.07,0.154433588
5.08,0.155464257
5.09,0.15649899
5.1,0.157537781
5.11,0.158580622
5.12,0.159627506
5.13,0.160678426
5.14,0.161733375
5.15,0.162792345
5.16,0.163855329
5.17,0.164922319
5.18,0.165993309
5.19,0.167068292
5.2,0.168147259
5.21,0.169230205
5.22,0.17031712
5.23,0.171407999
5.24,0.172502834
5.25,0.173601618
5.26,0.174704343
5.27,0.175811003
5.28,0.176921589
5.29,0.178036095
5.3,0.179154514
5.31,0.180276838
5.32,0.18140306
5.33,0.182533172
5.34,0.183667168
5.35,0.18480504
5.36,0.185946781
5.37,0.187092384
5.38,0.188241841
5.39,0.189395146
5.4,0.19055229
5.41,0.191713267
5.42,0.19287807
5.43,0.19404669
5.44,0.195219122
5.45,0.196395357
5.46,0.197575388
5.47,0.198759209
5.48,0.199946812
5.49,0.201138189
5.5,0.202333333
5.51,0.203532243
5.52,0.204734934
5.53,0.205941428
5.54,0.207151747
5.55,0.208365913
5.56,0.209583946
5.57,0.210805868
5.58,0.212031701
5.59,0.213261467
5.6,0.214495187
5.61,0.215732882
5.62,0.216974573
5.63,0.218220284
5.64,0.219470034
5.65,0.220723846
5.66,0.221981741
5.67,0.223243741
5.68,0.224509867
5.69,0.22578014
5.7,0.227054583
5.71,0.228333216
5.72,0.229616062
5.73,0.230903141
5.74,0.232194476
5.75,0.233490088
5.76,0.234789998
5.77,0.236094228
5.78,0.237402799
5.79,0.238715733
5.8,0.240033052
5.81,0.241354777
5.82,0.24268093
5.83,0.244011531
5.84,0.245346604
5.85,0.246686168
5.86,0.248030246
5.87,0.249378859
5.88,0.250732029
5.89,0.252089778
5.9,0.253452126
5.91,0.254819095
5.92,0.256190708
5.93,0.257566984
5.94,0.258947947
5.95,0.260333617
5.96,0.261724016
5.97,0.263119166
5.98,0.264519088
5.99,0.265923803
6,0.267333333
6.01,0.268747697
6.02,0.270166898
6.03,0.271590939
6.04,0.273019819
6.05,0.274453541
6.06,0.275892105
6.07,0.277335512
6.08,0.278783764
6.09,0.280236862
6.1,0.281694806
6.11,0.283157599
6.12,0.28462524
6.13,0.286097732
6.14,0.287575075
6.15,0.289057271
6.16,0.29054432
6.17,0.292036224
6.18,0.293532984
6.19,0.295034601
6.2,0.296541076
6.21,0.298052411
6.22,0.299568606
6.23,0.301089662
6.24,0.302615581
6.25,0.304146365
6.26,0.305682013
6.27,0.307222527
6.28,0.308767908
6.29,0.310318158
6.3,0.311873277
6.31,0.313433267
6.32,0.314998128
6.33,0.316567863
6.34,0.318142471
6.35,0.319721955
6.36,0.321306315
6.37,0.322895552
6.38,0.324489668
6.39,0.326088664
6.4,0.32769254
6.41,0.329301299
6.42,0.33091494
6.43,0.332533466
6.44,0.334156877
6.45,0.335785175
6.46,0.33741836
6.47,0.339056434
6.48,0.340699398
6.49,0.342347253
6.5,0.344
6.51,0.345657638
6.52,0.34732016
6.53,0.348987555
6.54,0.350659813
6.55,0.352336924
6.56,0.354018878
6.57,0.355705665
6.58,0.357397275
6.59,0.359093697
6.6,0.360794922
6.61,0.36250094
6.62,0.364211741
6.63,0.365927314
6.64,0.36764765
6.65,0.369372738
6.66,0.371102568
6.67,0.372837131
6.68,0.374576416
6.69,0.376320413
6.7,0.378069112
6.71,0.379822503
6.72,0.381580576
6.73,0.383343322
6.74,0.385110729
6.75,0.386882788
6.76,0.388659488
6.77,0.39044082
6.78,0.392226774
6.79,0.39401734
6.8,0.395812507
6.81,0.397612265
6.82,0.399416605
6.83,0.401225516
6.84,0.403038989
6.85,0.404857012
6.86,0.406679577
6.87,0.408506673
6.88,0.410338289
6.89,0.412174417
6.9,0.414015046
6.91,0.415860165
6.92,0.417709765
6.93,0.419563836
6.94,0.421422368
6.95,0.42328535
6.96,0.425152772
6.97,0.427024625
6.98,0.428900899
6.99,0.430781583
7,0.432666667
7.01,0.434556136
7.02,0.436449954
7.03,0.438348081
7.04,0.440250476
7.05,0.442157097
7.06,0.444067903
7.07,0.445982855
7.08,0.447901911
7.09,0.44982503
7.1,0.451752171
7.11,0.453683293
7.12,0.455618356
7.13,0.457557319
7.14,0.45950014
7.15,0.461446779
7.16,0.463397195
7.17,0.465351346
7.18,0.467309193
7.19,0.469270695
7.2,0.471235809
7.21,0.473204496
7.22,0.475176715
7.23,0.477152425
7.24,0.479131584
7.25,0.481114152
7.26,0.483100088
7.27,0.485089351
7.28,0.487081901
7.29,0.489077696
7.3,0.491076696
7.31,0.493078859
7.32,0.495084145
7.33,0.497092512
7.34,0.499103921
7.35,0.50111833
7.36,0.503135698
7.37,0.505155984
7.38,0.507179148
7.39,0.509205148
7.4,0.511233944
7.41,0.513265494
7.42,0.515299759
7.43,0.517336696
7.44,0.519376265
7.45,0.521418426
7.46,0.523463137
7.47,0.525510358
7.48,0.527560047
7.49,0.529612163
7.5,0.531666667
7.51,0.53372353
7.52,0.535782786
7.53,0.537844478
7.54,0.539908653
7.55,0.541975356
7.56,0.544044634
7.57,0.54611653
7.58,0.548191092
7.59,0.550268365
7.6,0.552348394
7.61,0.554431225
7.62,0.556516904
7.63,0.558605475
7.64,0.560696986
7.65,0.562791481
7.66,0.564889006
7.67,0.566989606
7.68,0.569093328
7.69,0.571200217
7.7,0.573310317
7.71,0.575423676
7.72,0.577540339
7.73,0.579660351
7.74,0.581783758
7.75,0.583910605
7.76,0.586040938
7.77,0.588174803
7.78,0.590312245
7.79,0.59245331
7.8,0.594598044
7.81,0.596746491
7.82,0.598898699
7.83,0.601054711
7.84,0.603214575
7.85,0.605378335
7.86,0.607546037
7.87,0.609717727
7.88,0.611893451
7.89,0.614073253
7.9,0.61625718
7.91,0.618445277
7.92,0.62063759
7.93,0.622834164
7.94,0.625035045
7.95,0.627240279
7.96,0.629449911
7.97,0.631663987
7.98,0.633882552
7.99,0.636105652
8,0.638333333
8.01,0.640565588
8.02,0.642802199
8.03,0.645042898
8.04,0.647287414
8.05,0.649535478
8.06,0.651786821
8.07,0.654041172
8.08,0.656298264
8.09,0.658557825
8.1,0.660819586
8.11,0.663083278
8.12,0.665348632
8.13,0.667615377
8.14,0.669883244
8.15,0.672151965
8.16,0.674421268
8.17,0.676690885
8.18,0.678960545
8.19,0.681229981
8.2,0.683498921
8.21,0.685767097
8.22,0.688034238
8.23,0.690300076
8.24,0.69256434
8.25,0.694826762
8.26,0.697087072
8.27,0.699345
8.28,0.701600276
8.29,0.703852631
8.3,0.706101796
8.31,0.708347501
8.32,0.710589476
8.33,0.712827453
8.34,0.71506116
8.35,0.71729033
8.36,0.719514691
8.37,0.721733976
8.38,0.723947913
8.39,0.726156234
8.4,0.72835867
8.41,0.73055495
8.42,0.732744805
8.43,0.734927965
8.44,0.737104161
8.45,0.739273124
8.46,0.741434584
8.47,0.743588271
8.48,0.745733915
8.49,0.747871248
8.5,0.75
8.51,0.752119939
8.52,0.754230988
8.53,0.756333107
8.54,0.758426257
8.55,0.760510398
8.56,0.762585492
8.57,0.764651497
8.58,0.766708376
8.59,0.768756089
8.6,0.770794595
8.61,0.772823857
8.62,0.774843833
8.63,0.776854486
8.64,0.778855775
8.65,0.780847661
8.66,0.782830105
8.67,0.784803066
8.68,0.786766507
8.69,0.788720386
8.7,0.790664666
8.71,0.792599305
8.72,0.794524266
8.73,0.796439508
8.74,0.798344993
8.75,0.800240679
8.76,0.802126529
8.77,0.804002503
8.78,0.805868561
8.79,0.807724664
8.8,0.809570772
8.81,0.811406846
8.82,0.813232847
8.83,0.815048734
8.84,0.81685447
8.85,0.818650013
8.86,0.820435326
8.87,0.822210368
8.88,0.823975099
8.89,0.825729481
8.9,0.827473474
8.91,0.829207039
8.92,0.830930136
8.93,0.832642725
8.94,0.834344768
8.95,0.836036224
8.96,0.837717055
8.97,0.839387221
8.98,0.841046682
8.99,0.842695399
9,0.844333333
9.01,0.845960458
9.02,0.847576804
9.03,0.849182413
9.04,0.850777329
9.05,0.852361596
9.06,0.853935256
9.07,0.855498353
9.08,0.857050931
9.09,0.858593032
9.1,0.8601247
9.11,0.861645978
9.12,0.863156909
9.13,0.864657538
9.14,0.866147906
9.15,0.867628058
9.16,0.869098036
9.17,0.870557885
9.18,0.872007646
9.19,0.873447365
9.2,0.874877083
9.21,0.876296844
9.22,0.877706692
9.23,0.87910667
9.24,0.88049682
9.25,0.881877187
9.26,0.883247814
9.27,0.884608743
9.28,0.885960019
9.29,0.887301685
9.3,0.888633783
9.31,0.889956358
9.32,0.891269452
9.33,0.892573108
9.34,0.893867371
9.35,0.895152283
9.36,0.896427888
9.37,0.897694229
9.38,0.898951349
9.39,0.900199291
9.4,0.9014381
9.41,0.902667818
9.42,0.903888488
9.43,0.905100154
9.44,0.906302859
9.45,0.907496646
9.46,0.908681559
9.47,0.909857641
9.48,0.911024935
9.49,0.912183485
9.5,0.913333333
9.51,0.914474521
9.52,0.915607078
9.53,0.916731029
9.54,0.9178464
9.55,0.918953219
9.56,0.920051512
9.57,0.921141304
9.58,0.922222622
9.59,0.923295492
9.6,0.92435994
9.61,0.925415993
9.62,0.926463676
9.63,0.927503017
9.64,0.928534041
9.65,0.929556774
9.66,0.930571243
9.67,0.931577475
9.68,0.932575494
9.69,0.933565328
9.7,0.934547003
9.71,0.935520544
9.72,0.936485979
9.73,0.937443334
9.74,0.938392634
9.75,0.939333905
9.76,0.940267176
9.77,0.94119247
9.78,0.942109815
9.79,0.943019237
9.8,0.943920762
9.81,0.944814417
9.82,0.945700227
9.83,0.946578219
9.84,0.947448419
9.85,0.948310854
9.86,0.949165549
9.87,0.950012531
9.88,0.950851825
9.89,0.95168346
9.9,0.952507459
9.91,0.953323851
9.92,0.95413266
9.93,0.954933914
9.94,0.955727638
9.95,0.956513859
9.96,0.957292603
9.97,0.958063896
9.98,0.958827765
9.99,0.959584235
10,0.960333333
10.01,0.961075081
10.02,0.961809478
10.03,0.962536521
10.04,0.963256205
10.05,0.963968526
10.06,0.964673481
10.07,0.965371064
10.08,0.966061271
10.09,0.966744098
10.1,0.967419541
10.11,0.968087596
10.12,0.968748258
10.13,0.969401523
10.14,0.970047387
10.15,0.970685846
10.16,0.971316894
10.17,0.971940529
10.18,0.972556745
10.19,0.973165539
10.2,0.973766906
10.21,0.974360842
10.22,0.974947343
10.23,0.975526404
10.24,0.976098022
10.25,0.976662191
10.26,0.977218908
10.27,0.977768168
10.28,0.978309968
10.29,0.978844302
10.3,0.979371167
10.31,0.979890558
10.32,0.980402472
10.33,0.980906903
10.34,0.981403848
10.35,0.981893302
10.36,0.982375261
10.37,0.982849721
10.38,0.983316678
10.39,0.983776126
10.4,0.984228063
10.41,0.984672484
10.42,0.985109383
10.43,0.985538759
10.44,0.985960605
10.45,0.986374918
10.46,0.986781693
10.47,0.987180926
10.48,0.987572614
10.49,0.987956751
10.5,0.988333333
10.51,0.988702369
10.52,0.989063917
10.53,0.989418048
10.54,0.989764833
10.55,0.990104341
10.56,0.990436645
10.57,0.990761815
10.58,0.991079921
10.59,0.991391035
10.6,0.991695228
10.61,0.991992569
10.62,0.992283131
10.63,0.992566983
10.64,0.992844197
10.65,0.993114844
10.66,0.993378993
10.67,0.993636716
10.68,0.993888085
10.69,0.994133169
10.7,0.994372039
10.71,0.994604766
10.72,0.994831422
10.73,0.995052076
10.74,0.9952668
10.75,0.995475664
10.76,0.995678739
10.77,0.995876097
10.78,0.996067807
10.79,0.996253941
10.8,0.996434569
10.81,0.996609763
10.82,0.996779592
10.83,0.996944129
10.84,0.997103443
10.85,0.997257605
10.86,0.997406687
10.87,0.997550758
10.88,0.997689891
10.89,0.997824155
10.9,0.997953622
10.91,0.998078362
10.92,0.998198446
10.93,0.998313945
10.94,0.998424929
10.95,0.99853147
10.96,0.998633638
10.97,0.998731505
10.98,0.99882514
10.99,0.998914615
11,0.999
11.01,0.99908137
11.02,0.99915881
11.03,0.999232409
11.04,0.999302257
11.05,0.999368442
11.06,0.999431054
11.07,0.999490181
11.08,0.999545913
11.09,0.999598339
11.1,0.999647547
11.11,0.999693628
11.12,0.999736669
11.13,0.999776759
11.14,0.999813989
11.15,0.999848447
11.16,0.999880222
11.17,1
11.18,1
11.19,1
11.2,1
11.21,1
11.22,1
11.23,1
11.24,1
11.25,1
11.26,1
11.27,1
11.28,1
11.29,1
11.3,1
11.31,1
11.32,1
11.33,1
11.34,1
11.35,1
11.36,1
11.37,1
11.38,1
11.39,1
11.4,1
11.41,1
11.42,1
11.43,1
11.44,1
11.45,1
11.46,1
11.47,1
11.48,1
11.49,1
11.5,1
11.51,1
11.52,1
11.53,1
11.54,1
11.55,1
11.56,1
11.57,1
11.58,1
11.59,1
11.6,1
11.61,1
11.62,1
11.63,1
11.64,1
11.65,1
11.66,1
11.67,1
11.68,1
11.69,1
11.7,1
11.71,1
11.72,1
11.73,1
11.74,1
11.75,1
11.76,1
11.77,1
11.78,1
11.79,1
11.8,1
11.81,1
11.82,1
11.83,1
11.84,1
11.85,1
11.86,1
11.87,1
11.88,1
11.89,1
11.9,1
11.91,1
11.92,1
11.93,1
11.94,1
11.95,1
11.96,1
11.97,1
11.98,1
11.99,1
12,1
12.01,1
12.02,1
12.03,1
12.04,1
12.05,1
12.06,1
12.07,1
12.08,1
12.09,1
12.1,1
12.11,1
12.12,1
12.13,1
12.14,1
12.15,1
12.16,1
12.17,1
12.18,1
12.19,1
12.2,1
12.21,1
12.22,1
12.23,1
12.24,1
12.25,1
12.26,1
12.27,1
12.28,1
12.29,1
12.3,1
12.31,1
12.32,1
12.33,1
12.34,1
12.35,1
12.36,1
12.37,1
12.38,1
12.39,1
12.4,1
12.41,1
12.42,1
12.43,1
12.44,1
12.45,1
12.46,1
12.47,1
12.48,1
12.49,1
12.5,1
12.51,1
12.52,1
12.53,1
12.54,1
12.55,1
12.56,1
12.57,1
12.58,1
12.59,1
12.6,1
12.61,1
12.62,1
12.63,1
12.64,1
12.65,1
12.66,1
12.67,1
12.68,1
12.69,1
12.7,1
12.71,1
12.72,1
12.73,1
12.74,1
12.75,1
12.76,1
12.77,1
12.78,1
12.79,1
12.8,1
12.81,1
12.82,1
12.83,1
12.84,1
12.85,1
12.86,1
12.87,1
12.88,1
12.89,1
12.9,1
12.91,1
12.92,1
12.93,1
12.94,1
12.95,1
12.96,1
12.97,1
12.98,1
12.99,1
13,1
13.01,1
13.02,1
13.03,1
13.04,1
13.05,1
13.06,1
13.07,1
13.08,1
13.09,1
13.1,1
13.11,1
13.12,1
13.13,1
13.14,1
13.15,1
13.16,1
13.17,1
13.18,1
13.19,1
13.2,1
13.21,1
13.22,1
13.23,1
13.24,1
13.25,1
13.26,1
13.27,1
13.28,1
13.29,1
13.3,1
13.31,1
13.32,1
13.33,1
13.34,1
13.35,1
13.36,1
13.37,1
13.38,1
13.39,1
13.4,1
13.41,1
13.42,1
13.43,1
13.44,1
13.45,1
13.46,1
13.47,1
13.48,1
13.49,1
13.5,1
13.51,1
13.52,1
13.53,1
13.54,1
13.55,1
13.56,1
13.57,1
13.58,1
13.59,1
13.6,1
13.61,1
13.62,1
13.63,1
13.64,1
13.65,1
13.66,1
13.67,1
13.68,1
13.69,1
13.7,1
13.71,1
13.72,1
13.73,1
13.74,1
13.75,1
13.76,1
13.77,1
13.78,1
13.79,1
13.8,1
13.81,1
13.82,1
13.83,1
13.84,1
13.85,1
13.86,1
13.87,1
13.88,1
13.89,1
13.9,1
13.91,1
13.92,1
13.93,1
13.94,1
13.95,1
13.96,1
13.97,1
13.98,1
13.99,1
14,1
14.01,1
14.02,1
14.03,1
14.04,1
14.05,1
14.06,1
14.07,1
14.08,1
14.09,1
14.1,1
14.11,1
14.12,1
14.13,1
14.14,1
14.15,1
14.16,1
14.17,1
14.18,1
14.19,1
14.2,1
14.21,1
14.22,1
14.23,1
14.24,1
14.25,1
14.26,1
14.27,1
14.28,1
14.29,1
14.3,1
14.31,1
14.32,1
14.33,1
14.34,1
14.35,1
14.36,1
14.37,1
14.38,1
14.39,1
14.4,1
14.41,1
14.42,1
14.43,1
14.44,1
14.45,1
14.46,1
14.47,1
14.48,1
14.49,1
14.5,1
14.51,1
14.52,1
14.53,1
14.54,1
14.55,1
14.56,1
14.57,1
14.58,1
14.59,1
14.6,1
14.61,1
14.62,1
14.63,1
14.64,1
14.65,1
14.66,1
14.67,1
14.68,1
14.69,1
14.7,1
14.71,1
14.72,1
14.73,1
14.74,1
14.75,1
14.76,1
14.77,1
14.78,1
14.79,1
14.8,1
14.81,1
14.82,1
14.83,1
14.84,1
14.85,1
14.86,1
14.87,1
14.88,1
14.89,1
14.9,1
14.91,1
14.92,1
14.93,1
14.94,1
14.95,1
14.96,1
14.97,1
14.98,1
14.99,1
15,1
15.01,1
15.02,1
15.03,1
15.04,1
15.05,1
15.06,1
15.07,1
15.08,1
15.09,1
15.1,1
15.11,1
15.12,1
15.13,1
15.14,1
15.15,1
15.16,1
15.17,1
15.18,1
15.19,1
15.2,1
15.21,1
15.22,1
15.23,1
15.24,1
15.25,1
15.26,1
15.27,1
15.28,1
15.29,1
15.3,1
15.31,1
15.32,1
15.33,1
15.34,1
15.35,1
15.36,1
15.37,1
15.38,1
15.39,1
15.4,1
15.41,1
15.42,1
15.43,1
15.44,1
15.45,1
15.46,1
15.47,1
15.48,1
15.49,1
15.5,1
15.51,1
15.52,1
15.53,1
15.54,1
15.55,1
15.56,1
15.57,1
15.58,1
15.59,1
15.6,1
15.61,1
15.62,1
15.63,1
15.64,1
15.65,1
15.66,1
15.67,1
15.68,1
15.69,1
15.7,1
15.71,1
15.72,1
15.73,1
15.74,1
15.75,1
15.76,1
15.77,1
15.78,1
15.79,1
15.8,1
15.81,1
15.82,1
15.83,1
15.84,1
15.85,1
15.86,1
15.87,1
15.88,1
15.89,1
15.9,1
15.91,1
15.92,1
15.93,1
15.94,1
15.95,1
15.96,1
15.97,1
15.98,1
15.99,1
16,1
16.01,1
16.02,1
16.03,1
16.04,1
16.05,1
16.06,1
16.07,1
16.08,1
16.09,1
16.1,1
16.11,1
16.12,1
16.13,1
16.14,1
16.15,1
16.16,1
16.17,1
16.18,1
16.19,1
16.2,1
16.21,1
16.22,1
16.23,1
16.24,1
16.25,1
16.26,1
16.27,1
16.28,1
16.29,1
16.3,1
16.31,1
16.32,1
16.33,1
16.34,1
16.35,1
16.36,1
16.37,1
16.38,1
16.39,1
16.4,1
16.41,1
16.42,1
16.43,1
16.44,1
16.45,1
16.46,1
16.47,1
16.48,1
16.49,1
16.5,1
16.51,1
16.52,1
16.53,1
16.54,1
16.55,1
16.56,1
16.57,1
16.58,1
16.59,1
16.6,1
16.61,1
16.62,1
16.63,1
16.64,1
16.65,1
16.66,1
16.67,1
16.68,1
16.69,1
16.7,1
16.71,1
16.72,1
16.73,1
16.74,1
16.75,1
16.76,1
16.77,1
16.78,1
16.79,1
16.8,1
16.81,1
16.82,1
16.83,1
16.84,1
16.85,1
16.86,1
16.87,1
16.88,1
16.89,1
16.9,1
16.91,1
16.92,1
16.93,1
16.94,1
16.95,1
16.96,1
16.97,1
16.98,1
16.99,1
17,1
17.01,1
17.02,1
17.03,1
17.04,1
17.05,1
17.06,1
17.07,1
17.08,1
17.09,1
17.1,1
17.11,1
17.12,1
17.13,1
17.14,1
17.15,1
17.16,1
17.17,1
17.18,1
17.19,1
17.2,1
17.21,1
17.22,1
17.23,1
17.24,1
17.25,1
17.26,1
17.27,1
17.28,1
17.29,1
17.3,1
17.31,1
17.32,1
17.33,1
17.34,1
17.35,1
17.36,1
17.37,1
17.38,1
17.39,1
17.4,1
17.41,1
17.42,1
17.43,1
17.44,1
17.45,1
17.46,1
17.47,1
17.48,1
17.49,1
17.5,1
17.51,1
17.52,1
17.53,1
17.54,1
17.55,1
17.56,1
17.57,1
17.58,1
